"id":"name"
323:"""Eine Geschichte der Barockmusik"""
543:"...And You Will Know Us By The Trail Of Dead"
474:"1.3 Jazz"
482:"1.341 Be-bop"
544:"2.65 Noisy pop, noisy rock, indie rock"
305:"3.98 Période postérieure à 1945"
65:"4.3 House"
32:"4.41 Techno, Electro"
84:"7 Hurtz"
450:"9.1 Afrique"
573:"16 Horsepower"
619:"A Perfect Circle"
548:"A Place to Bury Strangers"
680:"A-Ha"
602:"AC/DC"
73:"ADULT."
49:"ASC"
257:"Adams"
693:"Add N to (X)"
280:"Adrian Utley’s Guitar Orchestra / Terry Riley"
72:"Adult."
612:"Aerosmith"
340:"Agela Hewitt"
449:"Ahmed, Mahmoud - Éthiopiques Vol. 7"
500:"Airborn Audio"
3:"Akira Uchida"
523:"Alain Bashung"
505:"Alain Souchon"
186:"Alban Berg Quartet"
438:"Alberto Ponce, Isabel Garcisanz"
378:"Alexandre Tharaud"
320:"Alfred Deller: The Deller Consort"
452:"Ali Farka Touré"
81:"Alias"
538:"Alice In Chains"
185:"Alicia de Larrocha"
217:"Alicia de Larrocha, Rafael Frühbeck de Burgos, London Philharmonic Orchestra"
681:"Alien Sex Fiend"
372:"Aline Zylberajch"
78:"Alva Noto"
293:"Alvin Lucier"
567:"Amadou & Miriam"
402:"Amandine BEYER"
54:"Amon Tobin"
379:"Andras Schiff"
88:"Andrea Taeggi"
419:"Andrew Parrott"
408:"Angela Maria Blasi, Anthony Rolfe Johnson, Etc.; Nikolaus Harnoncourt: Concentus Musicus Wien, Arnold Schoenberg Choir"
387:"Angela Maria Blasi, Anthony Rolfe Johnson; Nikolaus Harnoncourt: Concentus Musicus Wien, Schoenberg Choir"
20:"Anja Schneider"
212:"Ann Murray, Arleen Augér; Neville Marriner: Philharmonia Orchestra, Ambrosian Singers"
197:"Anne Sofie von Otter"
437:"Anne-Marie Rodde, Martyn Hill, Etc.; Philippe Herreweghe: Musica Antiqua Köln, Collegium Vocale Gent"
245:"Anonymous 4"
203:"Antal Doráti - London Symphony Orchestra"
234:"Antal Doráti: Detroit Symphony Orchestra"
635:"Anthrax"
498:"Antipop Consortium"
310:"Antoine Forqueray; Jordi Savall"
180:"Antony Pay; Christopher Hogwood: Academy Of Ancient Music"
89:"Aphex Twin"
35:"Arandel"
103:"Arca"
113:"Archie Hahn (The Juicy Fruits)"
249:"Arditti Quartet"
248:"Arditti String Quartet"
306:"Arditti-string-quartet, London"
131:"Armin Jordan"
178:"Armin Jordan: Ensemble Orchestral De Paris"
105:"Arovane"
279:"Ars Nova and Percurama Hillier"
651:"Art Brut"
460:"Art Farmer"
209:"Artis Quartet"
205:"Artur Rubinstein"
282:"Arvo Part"
69:"Asian Dub Foundation"
106:"Aswefall"
558:"At The Drive-In"
559:"At the Drive-In"
172:"Augustin Dumay, Gerard Causse, Gary Hoffman"
82:"Autechre"
9:"Avatars Of Dub"
575:"Avi Buffalo"
102:"B. Fleischmann"
250:"BBC Scottish Symphony Orchestra"
152:"BBC Singers -- Berliner Philharmoniker (Boulez)"
156:"BBC Singers -- Ensemble Intercontemporain (Boulez)"
593:"BLACK SABBATH"
381:"Bach"
377:"Bach (Lela Katsarava)"
382:"Bach / Cassin"
392:"Bach Collegium Japan; Masaaki Suzuki"
389:"Bach J.S"
388:"Bach, Johann Sebastian"
578:"Backyard Babies"
577:"Bad 4 Good"
104:"Bad Company"
515:"Barbara"
405:"Barbara Schlick, Catherine Patriasz; Philippe Herreweghe: Collegium Vocale Gent"
403:"Barbara Schlick, Peter Kooy, Etc.; Philippe Herreweghe: Collegium Vocale Gent"
2:"Barry 7's Connectors"
109:"Barry Adamson"
135:"Bartok"
718:"Battles"
557:"Be Your Own Pet"
566:"Beastie Boys"
188:"Beaux Arts Trio"
165:"Beethoven Ludwig"
99:"Beige"
326:"Benjamin Valette"
241:"Berlin Philharmonic Orchestra"
150:"Berliner Philharmoniker (Boulez)"
117:"Bernard Herrmann"
508:"Bernard Lavilliers"
431:"Bertrand Cuiller"
549:"Big Black"
496:"Big L"
668:"Billy Idol"
525:"Billy Talent"
616:"Biohazard"
222:"Birgit Nilsson, Wolfgang Windgassen, Etc.; Georg Solti: Vienna Philharmonic Orchestra, Vienna State Opera Chorus"
675:"Björk"
592:"Black Sabbath"
290:"Blank, William"
528:"Blink 182"
671:"Bloc Party"
653:"Blonde Redhead"
688:"Blondie"
30:"Blotnik Brothers"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
646:"Blur"
550:"Blurt"
56:"Boards Of Canada"
517:"Boby Lapointe"
90:"Boom Bip"
576:"Boston"
672:"Brian Wilson"
522:"Brigitte Fontaine & Areski Belkacem"
670:"Brns"
666:"Broken Bells"
352:"Bruno Cocset  Les Basses Réunies"
707:"Bryan Adams"
330:"Budapest Strings"
554:"Bullet Union"
495:"Busta Rhymes"
563:"Buzzcocks"
231:"Byron Janis; Antál Dorati: Minneapolis Symphony Orchestra"
302:"CANAT DE CHIZY Edith (1950-)"
685:"Cabaret Voltaire"
494:"Cadence Weapon"
665:"Cake"
658:"Calibistrixe"
187:"Camerata De Lucerne"
98:"Camerta Berne"
712:"Captain Beefheart and the Magic Band"
711:"Caravan"
644:"Carcass"
716:"Caribou"
167:"Carl Philipp Emanuel Bach"
656:"Carla Bozulich"
719:"Cavern of Anti-Matter"
660:"Chap"
85:"Chapelier Fou"
119:"Charles Mackerras: Vienna Philharmonic Orchestra"
123:"Charles Münch: Boston Symphony Orchestra"
465:"Chick Corea Elektric Band"
695:"Chicks on Speed"
83:"Chris Clark"
223:"Christa Ludwig, Hans Hotter, Etc.; Georg Solti: Vienna Philharmonic Orchestra, Vienna State Opera Chorus"
224:"Christa Ludwig, Jon Vickers, Etc.; Herbert Von Karajan: Berlin Philharmonic Orchestra, Deutsche Oper Chorus"
118:"Christian Zanési"
160:"Christiane Oelze, soprano -- BBC Singers -- Berliner Philharmoniker (Boulez)"
154:"Christiane Oelze, soprano -- Ensemble Intercontemporain (Boulez)"
149:"Christiane Oelze, soprano -- Eric Schneider, piano"
489:"Christoph Irniger Trio"
296:"Christoph Poppen, Yvonne Loriod"
348:"Christophe Rousset"
367:"Christophe Rousset, Ryo Terakado, Kaori Uemura"
435:"Christopher Hogwood: Academy Of Ancient Music"
76:"Circlesquare"
506:"Claire Diterzi"
369:"Claron McFadden, Sandrine Piau, Etc.; William Christie: Les Arts Florissants"
121:"Claude Debussy"
210:"Claudio Abbado, London SO and soloists"
140:"Claudio Abbado: London Symphony Orchestra"
195:"Claudio Abbado: Vienna Philharmonic Orchestra"
196:"Claudio Arrau"
159:"Clemens Hagen, cello -- Oleg Maisenberg, piano"
540:"Clinic"
493:"Clipse"
545:"Clockcleaner"
684:"Coil"
700:"Cold Cave"
552:"Colleen Green"
92:"Computerjockeys"
244:"Concerto Italiano  - Rinaldo Alessandrini"
59:"Conforce"
594:"Corrosion Of Conformity"
343:"Couperin"
40:"Cubenx"
475:"Cédric Piromalli, rhodes ; Antoine Polin, g ; Olivier Thémines, clar."
412:"Céline Frisch: Café Zimmermann"
68:"DJ Cam"
21:"DJ Koze"
6:"DJ Krush"
7:"DJ Krush Feat. DJ Yas & DJ Hazu For Kemuri Productions"
5:"DJ Shadow"
14:"DJ Spooky"
374:"DUO CHOMET-CAZÉ"
207:"Daniel Barenboim: Chicago Symphony Orchestra"
676:"David Bowie"
214:"David Lively"
281:"David Robertson/Orchestre National de Lyon/Nan Christie/Cécile Éloir/Timothy Greacen/Martyn hill/Chœurs de Lyon/Bernard Tétu"
199:"David Russell"
661:"Death Cab For Cutie"
