"artistId"
"16-horsepower-mn0000899350"
"7-hurtz-mn0000920284"
"a-ha-mn0000480108"
"a-perfect-circle-mn0000479149"
"a-place-to-bury-strangers-mn0000732870"
"ac-dc-mn0000574772"
"add-n-to-x-mn0000601225"
"adult-mn0000058144"
"aerosmith-mn0000604852"
"afrique-mn0001574246"
"airborn-audio-mn0000096698"
"alain-bashung-mn0000620759"
"alain-souchon-mn0000905620"
"alban-berg-quartet-mn0001785290"
"and-you-will-know-us-by-the-trail-of-dead-mn0000019392"
"angela-hewitt-mn0001331366"
"arcade-fire-mn0000185591"
"asc-mn0000923614"
"bebop-beyond-mn0000161177"
"candlemass-mn0000648407"
"cathedral-mn0000179809"
"cavern-of-anti-matter-mn0003338689"
"celtic-frost-mn0000191063"
"coal-chamber-mn0000791734"
"dismember-mn0000171969"
"efdemin-mn0000729957"
"electric-wizard-mn0000164175"
"iron-maiden-mn0000098465"
"johnny-cash-mn0000816890"
"katatonia-mn0000855252"
"led-zeppelin-mn0000139026"
"leonard-cohen-mn0000071209"
"mars-red-sky-mn0002803877"
"mot%C3%B6rhead-mn0000501407"
"my-sleeping-karma-mn0001754743"
"nick-cave-the-bad-seeds-mn0000866271"
"nuclear-assault-mn0000461391"
"paradise-lost-mn0000018691"
"pentagram-mn0000308932"
"pixies-mn0000895136"
"pj-harvey-mn0000000335"
"psychic-ills-mn0000715443"
"r%C3%B8dh%C3%A5d-mn0003320440"
"rem-mn0000325459"
"rotting-christ-mn0000851665"
"saint-vitus-mn0000287259"
"sleep-mn0000021578"
"son-house-mn0000753094"
"techno-animal-mn0000024102"
"testament-mn0000751910"
"the-cramps-mn0000137580"
"the-modern-jazz-quartet-mn0000567325"
"turnstile-mn0001569643"
"witchcraft-mn0000164592"
"yob-mn0000683342"
